STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,indic,Indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-03,,13.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-04,,13.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-05,,12.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-06,,12.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-07,,12.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-08,,12.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-09,,13.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-10,,13.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-11,,13.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2022-12,,13.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-01,,13.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-02,,13.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-03,,13.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-04,,12.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-05,,11.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-06,,11.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-07,,11.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-08,,11.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-09,,12.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-10,,11.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-11,,11.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2023-12,,11.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-01,,12.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-02,,12.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-03,,12.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-04,,11.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-05,,11.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-06,,11.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-07,,11.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-08,,11.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-09,,11.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-10,,10.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-11,,10.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2024-12,,10.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-01,,11.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-02,,11.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-03,,11.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-04,,10.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-05,,10.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-06,,10.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-07,,10.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2025-08,,10.3,,,,,
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-01,,23.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-02,,23.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-03,,22.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-04,,22.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-05,,22.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-06,,22.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-07,,21.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-08,,21.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-09,,21.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-10,,21.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-11,,20.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2015-12,,20.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-01,,20.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-02,,20.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-03,,20.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-04,,20.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-05,,20.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-06,,19.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-07,,19.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-08,,19.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-09,,19.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-10,,18.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-11,,18.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2016-12,,18.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-01,,18.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-02,,18.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-03,,18.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-04,,17.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-05,,17.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-06,,17.1,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-07,,16.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-08,,16.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-09,,16.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-10,,16.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-11,,16.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2017-12,,16.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-01,,16.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-02,,16.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-03,,15.9,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-04,,15.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-05,,15.5,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-06,,15.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-07,,15.0,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-08,,14.8,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-09,,14.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-10,,14.7,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-11,,14.6,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2018-12,,14.4,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-01,,14.3,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-02,,14.2,,,,,"
"dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,SA,""Seasonally adjusted data, not calendar adjusted data"",LM-UN-T-TOT,Unemployment according to ILO definition - total,ES,Spain,2019-03,,14.2,,,,,"
